artist	track	wks	t10	pk_rank	pk_streams	total_streams
Jess Glynne	I'll Be There	8	0	92	7748	47135
TWICE	Queen of Hearts	1	0	185	47108	47108
Agust D	Burn It	1	0	51	47075	47075
Only C	Người Đáng Thương Là Anh	1	0	165	47044	47044
YanBi	Em Không Quay Về	6	0	90	14418	46999
Nguyên Hà	Dau Nho Gap Tram Lan	2	0	141	25081	46993
V	Christmas Tree - Inst.	1	0	122	46961	46961
Bích Phương	chiếc hộp	1	0	104	46909	46909
WEAN	Celina	1	0	184	46873	46873
Jason Derulo	Goodbye	8	0	104	7088	46868
Miu Lê	Anh Đang Nơi Đâu	8	0	142	7645	46867
RAP VIỆT	NGÀY MAI LÀ TƯƠNG LAI	1	0	107	46708	46708
Billie Eilish	my strange addiction	4	0	85	14190	46465
Alesso	REMEDY	7	0	93	7676	46380
Bích Phương	vâng anh đi đi (liu riu version)	1	0	98	46352	46352
Suboi	Bet On Me	2	0	119	23311	46332
Dua Lipa	Want To	6	0	56	10392	46303
TAEYEON	Blue	3	0	35	22461	46213
6ix9ine	FEFE	7	0	75	8073	46178
Taylor Swift	tolerate it	1	0	99	46090	46090
RAP VIỆT	Rằm Tháng 7	2	0	194	23327	46062
Camila Cabello	Real Friends	8	0	168	9350	45904
Kodak Black	ZEZE	8	0	132	6745	45755
Denise Julia	NVMD	1	0	149	45736	45736
Coldplay	Higher Power	1	0	101	45724	45724
The Weeknd	Is There Someone Else?	1	0	136	45489	45489
NAYEON	LOVE COUNTDOWN	1	0	151	45424	45424
BLACKPINK	See U Later	2	1	9	32823	45365
RAP VIỆT	BỎ TÚI	1	0	130	45342	45342
Alec Benjamin	If We Have Each Other	6	0	150	9153	45318
Dxrk ダーク	RAVE	1	0	156	45297	45297
Shawn Mendes	Youth	3	0	12	18410	45286
Taylor Swift	22 (Taylor's Version)	1	0	117	45247	45247
Camila Cabello	Cry for Me	2	0	80	23923	45178
League of Legends	RISE	7	0	60	8823	45154
Lil Peep	Falling Down - Bonus Track	5	0	33	12859	44925
Emcee L (Da LAB)	Chẳng Biết Điều Gì	2	0	162	23868	44886
ITZY	달라달라 DALLA DALLA	2	0	11	34491	44866
SHAUN	Nocturnal	6	0	47	10628	44797
NCT U	Universe (Let's Play Ball)	1	0	133	44759	44759
Chillies	Vì Sao	1	0	150	44717	44717
(G)I-DLE	DUMDi DUMDi	2	0	149	24571	44655
SZA	The Other Side (from Trolls World Tour)	2	0	151	23417	44616
Ngọt	(Bé)	2	0	83	26435	44546
IU	Give You My Heart	2	0	144	24067	44497
OneRepublic	Apologize	9	0	141	6160	44451
The Weeknd	Gasoline	1	0	139	44445	44445
AMEE	dreAMEE (Intro)	2	0	147	24209	44361
Noo Phước Thịnh	Hanh Phuc Xuan Ngoi	1	0	119	44336	44336
SOOBIN	Đã Đến Lúc	4	0	145	11518	44296
ERIK	Là Mây Trên Bầu Trời Ai Đó	1	0	175	43944	43944
Evan Rachel Wood	All Is Found	2	0	111	22520	43921
MEDUZA	Lose Control	2	0	163	21979	43783
Taylor Swift	happiness	1	0	113	43693	43693
Bazzi	Young & Alive	2	0	171	21909	43677
Vũ Cát Tường	This Love	4	0	23	18239	43648
Only C	Đếm Ngày Xa Em	1	0	167	43644	43644
Juky San	Tuổi Đá Buồn	1	0	170	43155	43155
Andiez	Mảnh Ghép	5	0	50	10125	43070
MARK	Child	1	0	133	42960	42960
Kanye West	Follow God	2	0	102	23436	42942
Ashe	Moral of the Story	2	0	174	22536	42909
Taylor Swift	coney island	1	0	118	42882	42882
JustaTee	Về Nhà Ăn Tết	1	0	126	42699	42699
Lady Gaga	Alice	1	0	55	42649	42649
Enno Aare	Water Ripples	7	0	157	8651	42647
Bruno Mars	Just the Way You Are	8	0	163	6919	42546
RM	everythingoes	4	0	32	16503	42500
Ritt Momney	Put Your Records On	2	0	196	22547	42432
Trịnh Thăng Bình	Lời Chưa Nói	7	0	139	7794	42418
Bích Phương	Xuân Xuân Ơi Xuân Đã Về	1	0	128	42344	42344
Hồ Quỳnh Hương	Anh	5	0	64	12856	42261
Beyoncé	BREAK MY SOUL	1	0	171	42185	42185
YUNGBLUD	11 Minutes	4	0	68	13021	42133
Anne-Marie	Birthday	2	0	143	21818	42008
Idina Menzel	Show Yourself	2	0	110	22560	41868
Alan Walker	Believers	1	0	124	41728	41728
Olivia Rodrigo	1 step forward, 3 steps back	1	0	135	41715	41715
Kha	Trôi	1	0	176	41587	41587
Hồ Ngọc Hà	Chúc Tết Mọi Nhà	1	0	133	41491	41491
Marshmello	Light It Up	3	0	74	16386	41456
Đông Nhi	Xin loi anh qua phien	5	0	62	10577	41431
Vũ Cát Tường	The Party Song	4	0	29	17113	41368
Jadu Jadu	virgo	2	0	184	20963	41298
Tóc Tiên	Trên Chuyến Xe Lên Đà Lạt Chiều Nay	1	0	150	41212	41212
Bela Nemeth	This Moment	6	0	154	10188	41122
Agust D	Honsool	1	0	61	41097	41097
traitimtrongvang	Em Là Điểm Yếu Của Anh	1	0	141	40967	40967
Taylor Swift	We Are Never Ever Getting Back Together (Taylor's Version)	1	0	138	40936	40936
Sam Smith	Love Me More	1	0	176	40916	40916
Calvin Harris	Potion	1	0	181	40890	40890
RAP VIỆT	NGỌN NẾN	1	0	139	40784	40784
BTS	Where You From	1	0	180	40627	40627
Ariana Grande	fake smile	3	0	25	21424	40583
Hứa Kim Tuyền	Sài Gòn Đau Lòng Quá (Live at XHTĐRLX)	1	0	127	40511	40511
Martin Garrix	We Are The People	1	0	130	40390	40390
Calum Scott	Cross Your Mind	1	0	190	40315	40315
OneRepublic	Wanted	2	0	74	24000	40272
Dua Lipa	Future Nostalgia	1	0	62	40258	40258
Tiên Cookie	Tâm Sự Với Người Lạ	8	0	166	6215	40167
hooligan.	When You Knock On The Door	1	0	157	40159	40159
RM	uhgood	4	0	34	16037	39930
Adele	Rolling in the Deep	1	0	125	39888	39888
Đức Phúc	Ta Còn Yêu Nhau	4	0	31	14653	39781
Troye Sivan	Bloom	6	0	41	10955	39751
TOMORROW X TOGETHER	9 and Three Quarters (Run Away)	2	0	128	20182	39710
J. Cole	MIDDLE CHILD	4	0	65	12554	39646
Clean Bandit	Baby	4	0	27	14350	39566
Agust D	Interlude : Set me free	1	0	64	39520	39520
NCT DREAM	Beatbox	1	0	183	39413	39413
NAYEON	NO PROBLEM	1	0	199	39323	39323
Taylor Swift	Message In A Bottle (Taylor's Version) (From The Vault)	1	0	149	39300	39300
Phùng Khánh Linh	lửa gần rơm lâu ngày cũng bén	1	0	155	39219	39219
Tyler, The Creator	EARFQUAKE	3	0	101	15499	39148
Avicii	Levels	4	0	17	20057	39131
(G)I-DLE	MY BAG	1	0	188	39106	39106
The Chainsmokers	Push My Luck	2	0	119	21653	39045
RAP VIỆT	EM	1	0	151	38969	38969
Đức Phúc	Ánh Nắng Của Anh (Chờ Em Đến Ngày Mai OST)	5	0	68	8796	38948
ENHYPEN	Future Perfect (Pass the MIC)	1	0	180	38906	38906
Shawn Mendes	Nervous	5	0	46	12468	38836
Hoàng Dũng	Nắng Thủy Tinh	1	0	200	38816	38816
BTS	Outro: Do You Think It Makes Sense?	1	0	166	38664	38664
The Weeknd	I Heard You’re Married	1	0	163	38608	38608
IU	strawberry moon	1	0	149	38602	38602
Taylor Swift	dorothea	1	0	137	38569	38569
Ariana Grande	ghostin	3	0	28	20410	38454
Taylor Swift	State Of Grace (Taylor's Version)	1	0	154	38432	38432
SEVENTEEN	DON QUIXOTE	1	0	196	38382	38382
The Chainsmokers	Kills You Slowly	3	0	70	15440	38340
Ngọt	RU MÌNH	2	0	102	22813	38316
Tiësto	Ritual	3	0	154	13643	38296
Cá Hồi Hoang	Chờ (Điều Tốt Nhất)	1	0	124	38248	38248
NOTD	I Wanna Know	6	0	96	8109	38230
BTS	Outro: Luv in Skool	1	0	170	38217	38217
LE SSERAFIM	Sour Grapes	1	0	187	38063	38063
Tố My	Duyên Phận	4	0	56	12402	38047
The Weeknd	How Do I Make You Love Me?	1	0	170	38017	38017
BTS	Intro: Never Mind	1	0	171	37978	37978
RAP VIỆT	TẦNG TẦNG LỚP LOVE	1	0	163	37949	37949
BTS	Intro: 2 Cool 4 Skool	1	0	174	37941	37941
BTS	Outro: House of Cards	1	0	177	37815	37815
The Chainsmokers	High	1	0	155	37778	37778
Billie Eilish	Lo Vas A Olvidar	1	0	118	37758	37758
Maroon 5	Payphone	1	0	197	37591	37591
BTS	Outro: Circle Room Cypher	1	0	178	37551	37551
Gracie's Corner	Phonics Song	1	0	191	37494	37494
Quân A.P	Ai Là Người Em Thương	3	0	182	13613	37443
BTS	Like - Slow Jam Remix	1	0	179	37430	37430
BTS	Skit: Soulmate	1	0	182	37377	37377
BTS	Intro: O!RUL8,2?	1	0	183	37338	37338
The Weeknd	Here We Go… Again	1	0	176	37261	37261
Kehlani	up at night	1	0	189	37240	37240
Tiên Cookie	Thưởng Thức Nỗi Buồn	1	0	135	37103	37103
BTS	Skit: R U Happy Now?	1	0	185	37079	37079
BTS	Skit: Circle Room Talk	1	0	186	37001	37001
Maren Morris	The Bones	4	0	165	9935	36920
Maroon 5	Lost	1	0	127	36879	36879
Quang Vinh	Lạnh Từ Trong Tim	1	0	142	36867	36867
Olivia Rodrigo	brutal	1	0	163	36865	36865
BLACKPINK	PLAYING WITH FIRE	1	0	121	36826	36826
BTS	Intro: The Most Beautiful Moment in Life	1	0	187	36825	36825
JEON SOMI	Anymore	1	0	155	36680	36680
BTS	Outro: Love Is Not Over	1	0	191	36649	36649
Logic	Everyday	4	0	76	13079	36606
BTS	I Need U - Remix	1	0	192	36600	36600
Sean Paul	Mad Love	5	0	132	9758	36455
Ngọt	Cho	7	0	154	5621	36428
The Chainsmokers	Beach House	4	0	31	13913	36425
Ariana Grande	Just Look Up (From Don’t Look Up)	1	0	192	36405	36405
BTS	Intro: Skool Luv Affair	1	0	193	36373	36373
Taylor Swift	Treacherous (Taylor's Version)	1	0	171	36360	36360
BTS	Outro: Propose	1	0	196	36315	36315
Taylor Swift	I Bet You Think About Me	1	0	172	36258	36258
BTS	Run - Alternative Mix	1	0	197	36190	36190
Kygo	Stargazing	6	0	181	9052	36121
Juice WRLD	Wandered To LA	1	0	195	36045	36045
ERIK	Chạm Đáy Nỗi Đau	4	0	48	12223	36028
Lady Gaga	911	1	0	64	36024	36024
BTS	We Are Bulletproof, Pt. 2	1	0	187	35995	35995
Jeremy Zucker	always, i'll care	2	0	178	18071	35867
Calum Scott	You Are The Reason - Duet Version	5	0	145	9679	35786
RAP VIỆT	LUCKY BOY	1	0	185	35745	35745
Alan Walker	Man On The Moon	1	0	166	35731	35731
Taylor Swift	Nothing New	1	0	177	35728	35728
Hồ Quỳnh Hương	Bức Thư Tình Thứ Hai	6	0	110	6576	35547
Childish Gambino	Summertime Magic	4	0	35	12455	35536
Katy Perry	Smile	1	0	83	35488	35488
Red Velvet	Rainbow Halo	1	0	192	35453	35453
Taylor Swift	ivy	1	0	149	35436	35436
Kygo	Forever Yours - Avicii Tribute	2	0	159	18171	35400
Omah Lay	Attention	1	0	197	35238	35238
RAP VIỆT	TẶNG MỘT MÓN QUÀ	1	0	189	35234	35234
Major Lazer	Trigger	2	0	151	18506	35205
Đông Nhi	Ket Nguyet	4	0	46	12557	35124
The Weeknd	Less Than Zero	1	0	192	35101	35101
RM	badbye	3	0	33	16124	34956
JSOL	Hiếm Có Khó Tìm	1	0	82	34905	34905
Rhymastic	Giàu Sang	1	0	81	34862	34862
Shawn Mendes	Lost In Japan - Remix	5	0	56	9464	34823
The Ronettes	Sleigh Ride	1	0	158	34789	34789
Daya	Insomnia	3	0	130	12168	34787
Suboi	Lava	1	0	129	34698	34698
Taylor Swift	long story short	1	0	157	34625	34625
HyunA	I'm Not Cool	1	0	143	34560	34560
Dua Lipa	Love Again	1	0	74	34475	34475
Khắc Việt	Chạy Về Nơi Phía Anh	1	0	189	34472	34472
RAP VIỆT	Ở Nhà Quê Mới Lên	1	0	120	34355	34355
Drake	Money In The Grave (Drake ft. Rick Ross)	2	0	102	17719	34327
Mac Miller	Good News	2	0	176	18722	34283
SEUNGRI	1, 2, 3!	4	0	38	12568	34250
Khởi My	Người Yêu Cũ	4	0	107	13047	34224
Nicki Minaj	Do We Have A Problem?	1	0	182	34201	34201
takayan	Bad example	1	0	195	34164	34164
Jessi	Cold Blooded	1	0	163	34133	34133
Taylor Swift	cowboy like me	1	0	160	34112	34112
DJ Khaled	I DID IT	1	0	154	34079	34079
Oda Kirkwood	Blurred Lines	1	0	88	34066	34066
Da LAB	Một Nhà	7	0	151	5853	33960
BigDaddy	Mẩy Thật Mẩy	1	0	161	33816	33816
The Weeknd	Dawn FM	1	0	200	33765	33765
Martin Garrix	These Are The Times	2	0	117	19132	33656
Vũ.	Còn lại gì?	2	0	98	17103	33609
Dua Lipa	Hallucinate	1	0	80	33608	33608
BigDaddy	Ơ Sao Bé Không Lắc	2	0	131	17476	33578
Thành Nghiệp	Khung Trời Khác	1	0	194	33569	33569
David Guetta	Say My Name	5	0	77	8230	33364
Ariana Grande	Side To Side	6	0	168	7423	33150
keshi	TOUCH	1	0	191	32988	32988
Camila Cabello	Living Proof	2	0	158	17862	32946
88rising	Midsummer Madness	6	0	111	7138	32933
FLETCHER	Undrunk	3	0	113	11494	32893
IZ*ONE	Panorama	1	0	168	32869	32869
Ren Ran	飞鸟和蝉	1	0	177	32858	32858
CHUNG HA	PLAY	1	0	99	32843	32843
TAEYEON	What Do I Call You	1	0	171	32705	32705
Kauai45	Just The Two of Us	1	0	179	32698	32698
Camila Cabello	Consequences - orchestra	5	0	86	8661	32682
RAP VIỆT	FALLING ON YOU	1	0	193	32675	32675
Vũ.	Xin Phép Được Cô Đơn	2	0	102	16605	32634
Nguyễn Trần Trung Quân	Trong Trí Nhớ Của Anh	5	0	82	7644	32533
The Chainsmokers	Do You Mean	3	0	135	11767	32406
Kygo	Higher Love	2	0	109	18293	32372
EXO	Don't fight the feeling	1	0	165	32363	32363
Bích Phương	em bỏ hút thuốc chưa? (liu riu version)	1	0	181	32261	32261
Alessia Cara	Out Of Love	3	0	151	11512	32217
Olivia Rodrigo	jealousy, jealousy	1	0	188	32170	32170
Cheat Codes	Put Me Back Together	4	0	130	10595	32114
Why Don't We	Chills	2	0	186	16311	32039
BIGBANG	FXXK IT	4	0	105	10742	31914
Lorde	Mood Ring	1	0	132	31882	31882
SEVENTEEN	Don't Wanna Cry	5	0	176	8869	31871
RAP VIỆT	Ở Lại Đây	1	0	119	31855	31855
Apink	I'm so sick	5	0	65	8391	31843
Hoà Minzy	Tết Nhà Mình	1	0	194	31786	31786
Văn Mai Hương	Như Mùa Tuyết Đầu Tiên (OST Goblin)	1	0	168	31763	31763
TAEYEON	All about you	2	0	143	16453	31745
aespa	Lucid Dream	1	0	178	31711	31711
Lê Thiện Hiếu	5 10 15 20	1	0	159	31698	31698
JUUN D	Dem Mau Xanh	4	0	125	8372	31689
Suboi	Sickerrr	1	0	148	31669	31669
Elton John	After All	1	0	160	31650	31650
Phùng Khánh Linh	cô gái nhân ái	1	0	175	31569	31569
Hoàng Thùy Linh	Fall In Love	5	0	85	8692	31359
Phạm Anh Duy	Phố Mùa Đông	5	0	69	8339	31351
Kygo	Think About You	3	0	67	13076	31121
Taylor Swift	marjorie	1	0	182	31097	31097
Emily	Mượn Rượu Tỏ Tình	1	0	126	30968	30968
Daddy Yankee	Con Calma	3	0	121	11116	30935
Ariana Grande	off the table	1	0	122	30935	30935
Justin Timberlake	Say Something	5	0	136	8719	30926
Lana Del Rey	Doin' Time	2	0	129	17553	30896
JUUN D	Khi Co Don Em Nho Ai	2	0	191	15871	30832
Dan Nguyen	Chuyen Tau Hoang Hon	3	0	49	16885	30784
AMEE	xuân hạ thu đông rồi lại xuân	1	0	177	30768	30768
Nguyên Hà	Trời Sáng Rồi - Trời Sáng Rồi Ta Ngủ Đi Thôi OST	2	0	196	15347	30691
Dua Lipa	Good In Bed	1	0	99	30689	30689
Ngô Anh Đạt	Cô Ấy Nói (Lofi Ver.)	1	0	148	30665	30665
Charmy Pham	Đong Tình	1	0	179	30600	30600
Isaac	Đau Đầu	2	0	164	15344	30510
Chillies	Đường Chân Trời	1	0	185	30506	30506
Thùy Chi	Phiến Lá Tĩnh Lặng	1	0	187	30506	30506
Wxrdie	Youngz	1	0	149	30489	30489
Mayar Jenisk	Longing Heart	1	0	105	30412	30412
Vũ.	Có Thể Là Tại Sao?	2	0	126	15415	30274
Jeremy Zucker	all the kids are depressed	6	0	149	5562	30205
JEON SOMI	Outta My Head	2	0	103	17275	30151
NCT 127	Lemonade	1	0	169	30137	30137
Billie Eilish	ocean eyes	4	0	159	10253	30116
Red Velvet	피카부 Peek-A-Boo	5	0	176	8484	30076
The Chainsmokers	Don't Let Me Down	6	0	176	5389	30042
CKay	love nwantiti	1	0	184	29977	29977
Trịnh Thăng Bình	Bức Bình Phong	1	0	187	29950	29950
Khalid	Suncity	4	0	66	9945	29923
LANY	Thru These Tears	5	0	88	7410	29897
RAP VIỆT	Mình Đồng Da Sắt	1	0	137	29790	29790
Ariana Grande	shut up	1	0	135	29762	29762
M.E.R	Giấc Mơ Rất Thơ	1	0	142	29749	29749
Dua Lipa	Cool	1	0	105	29745	29745
Mỹ Tâm	Con Gai Nhu Em	2	0	119	15351	29679
Khắc Việt	Lieu anh co the yeu em	5	0	74	8074	29666
DJ Snake	Selfish Love	1	0	176	29605	29605
OneRepublic	Run	1	0	190	29598	29598
24kGoldn	Mood (Remix) feat. Justin Bieber, J Balvin & iann dior	1	0	146	29531	29531
Lady Gaga	Free Woman	1	0	87	29483	29483
Kanye West	All Mine	4	0	73	9253	29366
Lady Gaga	Fun Tonight	1	0	88	29296	29296
Halsey	I am not a woman, I'm a god	1	0	158	29284	29284
Selena Gomez	Ring	1	0	71	29261	29261
Various Artists	Sau Tất Cả	1	0	28	29118	29118
VY Jacko	SLOMO	1	0	178	29009	29009
Lady Gaga	Sine From Above	1	0	94	28910	28910
The Kid LAROI	WITHOUT YOU	1	0	191	28905	28905
Alan Walker	Fake A Smile	1	0	167	28805	28805
21 Savage	a lot	3	0	71	11943	28735
Unknown Artist	Xa Em Kỷ Niệm	6	0	139	5477	28693
BTS	Dynamite - Slow Jam Remix	1	0	117	28669	28669
Rum	Kém Duyên	5	0	120	6399	28643
LANY	dancing in the kitchen	1	0	179	28617	28617
Anh Khang	Anh Mơ	4	0	135	9549	28616
Lady Gaga	Enigma	1	0	97	28557	28557
SEVENTEEN	Ready to love	1	0	178	28407	28407
XXXTENTACION	Moonlight	5	0	90	7942	28404
Thùy Chi	Xe Đạp	4	0	160	9409	28403
Justin Bieber	Get Me	1	0	78	28329	28329
Hà Anh Tuấn	Có Chàng Trai Viết Lên Cây	1	0	182	28324	28324
Anne-Marie	To Be Young	1	0	121	28284	28284
Logic	Homicide	2	0	101	14734	28234
Michael Bublé	Love You Anymore	5	0	148	6476	28118
Julia Michaels	Issues	4	0	175	9293	28035
WINNER	Remember	1	0	113	28026	28026
Lệ Quyên	Tinh Lo	2	0	35	14620	27929
ZAYN	Vibez	1	0	196	27917	27917
Bích Phương	em bỏ hút thuốc chưa	1	0	200	27844	27844
BTS	Dynamite - Bedroom Remix	1	0	124	27806	27806
BLACKPINK	WHISTLE	1	0	195	27795	27795
Avicii	Hey Brother	3	0	23	17493	27779
Lauv	2021	1	0	189	27779	27779
Ariana Grande	just like magic	1	0	149	27644	27644
Troye Sivan	Rager teenager!	1	0	121	27622	27622
Eminem	The Ringer	3	0	30	15890	27579
BTS	Dynamite - Midnight Remix	1	0	128	27561	27561
Avicii	Tough Love	2	0	85	16439	27453
Nguyễn Trọng Tài	Giữa Mây Ngàn	1	0	176	27441	27441
B Ray	Do For Love	1	0	199	27370	27370
BTS	MIC Drop (Steve Aoki Remix) [Full Length Edition]	3	0	45	15199	27346
Dua Lipa	Pretty Please	1	0	118	27334	27334
Dua Lipa	Fever	1	0	163	27305	27305
BlankCh3ck	Soft Lips	1	0	178	27297	27297
Thịnh Suy	Mot Dem Say (X) - Original	1	0	23	27281	27281
Ellie Goulding	Hate Me	2	0	186	13966	27234
Khói	anh thèm được ngủ	1	0	188	27200	27200
Ariana Grande	everytime	3	0	38	12671	27191
Marshmello	Proud	2	0	188	13767	27188
iKON	KILLING ME - KR Ver.	4	0	168	7447	26961
tlinh	Lời Cảm Ơn	1	0	198	26944	26944
G-Eazy	Him & I	4	0	173	8502	26932
Vũ.	Hành Tinh Song Song, Pt. 2	2	0	144	14018	26926
SUNMI	pporappippam 보라빛 밤	1	0	126	26924	26924
Mer	Giấc Mơ Rất Thơ	1	0	177	26883	26883
Quỳnh Trang	Chuyện Tình Không Dĩ Vãng	4	0	117	9709	26847
Taylor Swift	Christmas Tree Farm	1	0	90	26714	26714
Missing Seoul	Love Is So Sweet	1	0	138	26619	26619
Wxrdie	Hot	1	0	176	26572	26572
Troye Sivan	Take Yourself Home	1	0	122	26508	26508
Kha	Đoạn Đường Sao Băng	1	0	180	26489	26489
GOT7	Lullaby	4	0	54	9729	26477
MONSTAR	baby i told u	1	0	171	26458	26458
Maroon 5	Wait	3	0	87	14476	26453
Sơn Tuyền	Phố Đêm	3	0	85	10817	26436
Taylor Swift	it’s time to go - bonus track	1	0	199	26396	26396
Phùng Khánh Linh	nhìn em mà xem (look at me now)	1	0	185	26375	26375
Red Velvet	빨간 맛 Red Flavor	4	0	189	8819	26337
Ava Max	Kings & Queens	1	0	132	26295	26295
Epik High	Lovedrunk	3	0	156	9549	26276
RAP VIỆT	Rồng Rắn Lên Mây	1	0	161	26166	26166
Lady Gaga	Is That Alright?	4	0	79	8023	26074
Sofía Reyes	R.I.P.	2	0	83	13786	26035
JustaTee	Da Lo Yeu Em Nhieu - Original	2	0	36	13142	26032
MAMAMOO	Dingga	1	0	164	25947	25947
WAVYVIBE	Miser	1	0	144	25891	25891
Nam Đức	100 Years Love	1	0	192	25888	25888
WEAN	Alone	1	0	84	25853	25853
Jasmine Sokko	HURT	4	0	109	6919	25765
Lady Gaga	Look What I Found	4	0	93	7620	25747
iKON	GOODBYE ROAD - KR Ver.	3	0	49	10603	25721
MIN	Y.E.U (L.O.V.E) [Acoustic Version]	3	0	116	11548	25691
BTS	Dynamite - Retro Remix	1	0	148	25668	25668
Vũ.	Rơi Quá Khứ	2	0	149	13786	25667
Nicki Minaj	Familia	4	0	144	7038	25615
RAP VIỆT	Gặp Nhau Làm Skrrtt	1	0	169	25608	25608
Kanye West	Jail	1	0	193	25544	25544
Lady Gaga	Replay	1	0	125	25537	25537
ZICO	SoulMate	4	0	63	8993	25533
Sia	Genius	3	0	54	9887	25450
Hà Nhi	Dĩ Vãng Nhạt Nhòa - Remake	1	0	190	25434	25434
Troye Sivan	Easy	1	0	138	25302	25302
The Weeknd	Wasted Times	3	0	79	11254	25185
R3HAB	All Around The World (La La La)	2	0	181	12733	25166
Hồ Ngọc Hà	Cạn Dòng Nước Mắt	1	0	149	25117	25117
Frank Sinatra	Let It Snow! Let It Snow! Let It Snow!	2	0	161	18948	25040
OneRepublic	Didn't I	1	0	148	25000	25000
Thịnh Suy	Một Đêm Say	2	0	56	16008	24952
Hoài Lâm	Về Đâu Mái Tóc Người Thương	3	0	105	10789	24940
Quang Huy	Giấc Mơ	1	0	38	24916	24916
Lady Gaga	Plastic Doll	1	0	134	24850	24850
Tố My	Phận Tơ Tằm	4	0	120	7852	24776
Lady Gaga	Chromatica II	1	0	135	24731	24731
Lauv	Invisible Things	1	0	143	24714	24714
Drake	Nonstop	3	0	49	10724	24685
Chan Se Park	Thinkin of You	1	0	160	24662	24662
Joji	Run	1	0	120	24653	24653
Bradley Cooper	Maybe It's Time	4	0	100	7194	24496
IU	Into the I-LAND	1	0	135	24437	24437
RAP VIỆT	Chạy	1	0	156	24350	24350
BANG YEDAM	WAYO	1	0	119	24348	24348
Ellie Goulding	Slow Grenade	1	0	149	24329	24329
Ngọt	Tìm Người Nhà	1	0	152	24300	24300
Da LAB	Dung Ep Toi Uong Ruou	2	0	72	14688	24135
TWICE	MORE & MORE - English Ver.	1	0	158	24072	24072
Mademoiselle	thương	1	0	147	24049	24049
Jawsh 685	Savage Love (Laxed – Siren Beat) [BTS Remix] (Instrumental)	1	0	158	24040	24040
Diplo	Welcome to the Party	4	0	72	8829	24031
Hien Ho	Có Như Không Có	1	0	109	23949	23949
Park Bom	Spring	2	0	60	15825	23889
MINO	Run away	1	0	181	23730	23730
Cao Thái Sơn	Con Đường Mưa	3	0	128	9926	23716
Ariana Grande	make up	2	0	36	16475	23682
Độ Mixi	Stream Đến Bao Giờ	1	0	163	23657	23657
Lana Del Rey	Mariners Apartment Complex	3	0	41	11737	23600
Ái Phương	Đường Về Nhà	3	0	134	8050	23557
Lee So Ra	Song Request 신청곡	3	0	87	10781	23521
Taylor Swift	Gorgeous	3	0	131	9922	23514
Ariana Grande	in my head	2	0	40	16128	23497
Hoang Muoi	Dieu Em Lo So - Hien Thuc	1	0	42	23464	23464
BIGBANG	BANG BANG BANG - KR Ver.	3	0	113	9598	23453
Tóc Tiên	KAHEDA	3	0	138	8661	23420
Ariana Grande	six thirty	1	0	187	23307	23307
Fay	Tình Yêu Khủng Long	1	0	197	23246	23246
James Arthur	Empty Space	4	0	142	6127	23224
Ariana Grande	safety net	1	0	190	23214	23214
Lady Gaga	Babylon	1	0	154	23131	23131
RAP VIỆT	Hạt Cát Bụi Vàng	1	0	200	23035	23035
Lady Gaga	Chromatica I	1	0	156	23010	23010
Justin Bieber	Come Around Me	1	0	138	22917	22917
Samuel Lindon	Tallis One	3	0	149	9890	22850
Zara Larsson	Don't Worry Bout Me	2	0	121	11847	22344
Taylor Swift	Shake It Off	2	0	165	11903	22339
Peter Manos	In My Head	4	0	176	5808	22326
Shawn Mendes	Like To Be You feat. Julia Michaels	4	0	124	6006	22284
Julia Michaels	What A Time	3	0	151	8316	22254
Ngô Kiến Huy	Chẳng Thể Giữ Lấy Chẳng Đành Buông Tay	1	0	173	22218	22218
The Weeknd	Try Me	2	0	54	14438	22198
Chi Pu	Mơ Anh	1	0	163	22175	22175
Isaac	Mùa Viết Tình Ca (Song Ca)	4	0	133	6016	22122
5 Seconds of Summer	Want You Back	3	0	157	9952	22121
Vũ Cát Tường	You Are Mine	3	0	150	8639	22113
Dominic Fike	3 Nights	2	0	165	11488	22103
Joji	Daylight	1	0	169	22086	22086
DAY6	Zombie	1	0	146	22011	22011
Marshmello	Fly	3	0	162	9396	22008
BTS	DNA (Pedal 2 LA Mix)	2	0	44	15744	21988
DJ Khaled	POPSTAR	1	0	169	21982	21982
Noo Phước Thịnh	Chot Thay Em Khoc	1	0	45	21967	21967
Charlie Puth	One Call Away	3	0	170	8700	21944
Hồ Quang Hiếu	Đổi Thay	2	0	77	13381	21944
NCT 127	Sit Down!	1	0	172	21880	21880
The Weeknd	Scared To Live	1	0	173	21774	21774
Mr.Siro	Lắng Nghe Nước Mắt	2	0	97	13972	21756
SEVENTEEN	Left & Right	1	0	168	21693	21693
R3HAB	Rumors	4	0	134	5941	21650
Sista Prod	Eyes Blue Like The Atlantic	1	0	183	21511	21511
Nguyên Hà	Điều Vô Lý Thứ Nhất	3	0	80	7644	21403
Juice WRLD	Righteous	1	0	176	21401	21401
Lady Gaga	1000 Doves	1	0	174	21314	21314
Demi Lovato	Sorry Not Sorry	4	0	181	6968	21136
Khói	tài liệu không có tiêu đề	1	0	179	21091	21091
Doja Cat	Freak	1	0	177	21082	21082
The Weeknd	Alone Again	1	0	188	21015	21015
Chris Brown	Undecided	3	0	161	7623	20957
Ava Max	Who's Laughing Now	1	0	190	20850	20850
Xuân Nghi	umakeme	1	0	191	20744	20744
NCT 127	Boom	1	0	191	20735	20735
